cuda
tensor(0.3301, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0124, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0036, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 340 ends after 109 steps.
tensor(0.2539, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2499, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1603, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0385, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0285, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0272, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0196, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0177, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0114, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0045, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 341 ends after 89 steps.
tensor(0.4402, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3245, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1368, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0244, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0166, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0048, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 342 ends after 87 steps.
tensor(0.2136, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2830, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0451, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0153, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0050, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 343 ends after 84 steps.
tensor(0.4628, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3191, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0574, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0227, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0170, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0129, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0083, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 344 ends after 89 steps.
tensor(0.2805, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0693, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3665, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1368, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0160, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 345 ends after 89 steps.
tensor(0.5834, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5511, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2767, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0712, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0417, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0056, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 346 ends after 65 steps.
tensor(0.7613, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4858, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1847, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 347 ends after 73 steps.
tensor(0.0283, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2337, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1322, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0144, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0052, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 348 ends after 125 steps.
tensor(0.5226, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3859, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1046, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0135, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0131, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0096, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 349 ends after 83 steps.
tensor(0.2773, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2338, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0226, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 350 ends after 100 steps.
tensor(0.2529, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3908, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1793, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0216, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0111, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0090, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0016, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 351 ends after 81 steps.
tensor(0.5107, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3457, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0793, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0177, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0115, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0065, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 352 ends after 99 steps.
tensor(0.4503, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3114, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0781, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0020, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 353 ends after 94 steps.
tensor(0.0910, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0196, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0173, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0129, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0030, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 354 ends after 108 steps.
tensor(0.1425, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0262, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0498, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0598, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0124, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 355 ends after 104 steps.
tensor(0.4435, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4960, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2595, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0414, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0147, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0052, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 356 ends after 72 steps.
tensor(0.1289, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4146, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1087, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0183, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0134, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0048, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 357 ends after 100 steps.
tensor(0.4345, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4058, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2606, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0447, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0180, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0104, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 358 ends after 58 steps.
tensor(0.8361, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5692, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2149, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0361, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0211, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0160, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0140, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0024, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 359 ends after 89 steps.
tensor(0.1056, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0206, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0145, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0040, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 360 ends after 112 steps.
tensor(0.2228, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3879, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0573, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0051, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 361 ends after 113 steps.
tensor(0.2070, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3141, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0428, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0024, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 362 ends after 96 steps.
tensor(0.0430, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1140, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1586, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0519, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0199, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0197, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0128, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0055, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 363 ends after 73 steps.
tensor(0.0445, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2439, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0776, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0027, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 364 ends after 112 steps.
tensor(0.1511, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1804, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0246, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 365 ends after 139 steps.
tensor(0.0597, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0089, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0030, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 366 ends after 110 steps.
tensor(0.0241, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0127, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0082, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0013, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 367 ends after 99 steps.
tensor(0.0432, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0355, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0115, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0042, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 368 ends after 137 steps.
tensor(0.0690, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1632, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0487, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0201, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0173, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0100, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0013, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 369 ends after 89 steps.
tensor(0.0446, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1974, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0383, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 370 ends after 104 steps.
tensor(0.0241, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0382, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0187, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0013, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 371 ends after 122 steps.
tensor(0.0841, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1580, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0158, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 372 ends after 95 steps.
tensor(0.1795, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0990, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0141, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 373 ends after 136 steps.
tensor(0.0650, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0256, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0101, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 374 ends after 98 steps.
tensor(0.0246, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0214, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0097, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 375 ends after 84 steps.
tensor(0.0848, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0076, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 376 ends after 117 steps.
tensor(0.3320, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2810, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0318, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 377 ends after 103 steps.
tensor(0.0448, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2647, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0487, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0016, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 378 ends after 91 steps.
tensor(0.1072, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0572, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0186, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0156, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0113, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0103, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0072, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0022, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 379 ends after 113 steps.
tensor(0.0362, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0131, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0155, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0090, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 380 ends after 107 steps.
tensor(0.2206, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1706, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0167, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 381 ends after 76 steps.
tensor(0.0842, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0482, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0316, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0189, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0097, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0016, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 382 ends after 71 steps.
tensor(0.1117, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3607, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0439, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0112, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0078, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 383 ends after 83 steps.
tensor(0.0322, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0478, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0121, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 384 ends after 100 steps.
tensor(0.1284, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0722, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0146, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 385 ends after 111 steps.
tensor(0.0305, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0187, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0135, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0084, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 386 ends after 117 steps.
tensor(0.1018, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1633, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0465, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0133, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0115, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0065, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 387 ends after 77 steps.
tensor(0.1927, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1963, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0245, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 388 ends after 115 steps.
tensor(0.1665, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3892, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1439, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0307, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0145, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 389 ends after 84 steps.
tensor(0.4286, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1332, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0385, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0063, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 390 ends after 131 steps.
tensor(0.1806, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2684, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1474, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0393, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0212, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0221, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0147, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0102, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0012, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 391 ends after 63 steps.
tensor(0.1000, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0031, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0015, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 392 ends after 94 steps.
tensor(0.5662, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2846, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0244, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0171, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0130, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0138, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0114, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0018, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 393 ends after 74 steps.
tensor(0.0754, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0731, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0130, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 394 ends after 155 steps.
tensor(0.0138, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0096, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0039, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 395 ends after 103 steps.
tensor(0.0557, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0163, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0010, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 396 ends after 123 steps.
tensor(0.2279, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3194, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0280, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0151, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0131, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0042, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 397 ends after 82 steps.
tensor(0.2510, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1288, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0255, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0025, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 398 ends after 149 steps.
tensor(0.0836, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0921, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0273, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0084, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 399 ends after 97 steps.
tensor(0.2635, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1964, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0222, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0043, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 400 ends after 89 steps.
tensor(0.1955, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4077, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0612, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0204, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0138, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0022, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 401 ends after 66 steps.
tensor(0.1211, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2996, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0361, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0037, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 402 ends after 90 steps.
tensor(0.0362, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0907, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0907, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0063, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 403 ends after 114 steps.
tensor(0.0534, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0329, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0092, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0038, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 404 ends after 105 steps.
tensor(0.1039, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3384, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0300, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0113, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0067, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 405 ends after 87 steps.
tensor(0.0654, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1034, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0354, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0131, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0102, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0030, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 406 ends after 79 steps.
tensor(0.0335, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0137, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0163, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0156, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0104, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0094, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0022, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 407 ends after 83 steps.
tensor(0.1295, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0359, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0013, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 408 ends after 109 steps.
tensor(0.1345, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3818, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0662, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0103, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 409 ends after 107 steps.
tensor(0.0940, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0267, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0088, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<HuberLossBackward0>)
